page,app_event,blur,change,click,focus,input,keydown,keyup,mousedown,mousemove,mouseup,page,scroll,visibility
S1-subscribe-v1,0.14864675147380696,0.11090119163712482,0.01195505944209327,0.022507292043620536,0.034328871660887335,0.13649298457512735,0.1252718700871625,0.1252718700871625,0.022507292043620536,0.1181780197496116,0.022507292043620536,0.11419811897074941,0.0,0.09097609256696937
S2-subscribe-v2,0.13830935076733394,0.10099367279492921,0.013023574835339542,0.025662786653944416,0.036890006339581956,0.12725932318873498,0.11583574835339543,0.11583574835339543,0.025662786653944416,0.1662644736320862,0.025662786653944416,0.10852981087475662,0.0,0.08062104806936331
S3-subscribe-v3,0.12209268409301491,0.0916141564836679,0.009679593482698907,0.029056328285820394,0.04053560166432259,0.11011189194605162,0.1004322984633527,0.1004322984633527,0.029056328285820394,0.20756314869097353,0.029056328285820394,0.1246153219848334,0.0,0.07851180370947275
S4-scroll-gate,0.1751099867036285,0.05372357639264203,0.0,0.06182250036075693,0.04148911971374091,0.0,0.0,0.0,0.06182250036075693,0.33372717697423177,0.06182250036075693,0.0890524484000631,0.08680472669160115,0.03784045391928845
S5-hover-reveal,0.13266212184310738,0.06333172643821351,0.0,0.032640522088502474,0.06528104417700495,0.0,0.0,0.0,0.06528104417700495,0.4449604087451519,0.06528104417700495,0.09792156626550741,0.0,0.032640522088502474
S6-dom-mismatch,0.08688473292564476,0.04994675440707283,0.0,0.0791269711321851,0.037711633714240696,0.0,0.0,0.0,0.0791269711321851,0.397833816179531,0.0791269711321851,0.13648113294666533,0.0,0.05376101643029008
