page,app_event,blur,change,click,focus,input,keydown,keyup,mousedown,mousemove,mouseup,page,visibility,scroll
S1-subscribe-v1,0.21048286187599308,0.0028645040812023737,0.00019047619047619048,0.013096153948639732,0.012061687306172832,0.18595499681678077,0.23225326983049974,0.23225326983049974,0.013096153948639732,0.013096153948639732,0.013096153948639732,0.04569046838217923,0.026341267238504187,0.0
S2-subscribe-v2,0.21001511350180463,0.008521433056577174,0.011117258470842424,0.021628118219584137,0.018218452684656734,0.17787613553347878,0.22234516941684845,0.22234516941684845,0.021628118219584137,0.021628118219584137,0.021628118219584137,0.03335177541252727,0.011117258470842424,0.0
S3-subscribe-v3,0.2108467424582596,0.002601160293110637,0.0005256880054781337,0.01330452497300692,0.010836475797454576,0.18758798768183788,0.2334043351872835,0.2334043351872835,0.01330452497300692,0.01330452497300692,0.01330452497300692,0.04267319332625379,0.025335508886529044,0.0
S4-scroll-gate,0.22353409440051095,0.0,0.0,0.11338283987477751,0.011201991910221027,0.0,0.0,0.0,0.11338283987477751,0.12900568120584796,0.11338283987477751,0.1916254562501436,0.0638751520833812,0.06768184087593793
S5-hover-reveal,0.24444444444444444,0.0,0.0,0.0,0.07777777777777777,0.0,0.0,0.0,0.07777777777777777,0.16666666666666666,0.07777777777777777,0.26666666666666666,0.08888888888888888,0.0
S6-dom-mismatch,0.2674242424242424,0.0,0.0,0.09886363636363636,0.0,0.0,0.0,0.0,0.09886363636363636,0.09886363636363636,0.09886363636363636,0.25284090909090906,0.08428030303030302,0.0
