agent,trial,n_requests,n_nav,n_sub,nav_order_unique_ratio,nav_order_stability,n_unique_nav_hashes,n_headers_mean,n_headers_std,sf_site_none_rate,sf_violation_rate,sf_site_mode,headless_rate,ch_incoherence_rate,ch_brand_matches_rate,ch_mobile_matches_rate,ch_platform_matches_rate,ch_brand_count_mode,accept_lang_rate,has_priority_rate,has_sec_ch_ua_rate,has_upgrade_ins_rate,has_dnt_rate,has_te_rate,has_connection_rate,has_cache_control_rate,ua_family_mode,ua_os_mode,ua_version_mode,ua_version_n_distinct,ua_family_n_distinct,priority_correct_rate,priority_urgency_mode,has_nonstandard_rate,nonstandard_names,n_nonstandard_distinct
autogen_websurfer,trial-011,7,6,1,1.0,0.16666666666666666,6,11.857142857142858,0.3779644730092272,0.8571428571428571,0.0,none,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,edge,windows,122,1,1,1.0,0.0,0.0,,0
autogen_websurfer,trial-012,11,7,2,1.0,0.14285714285714285,7,9.545454545454545,4.227614844416089,0.5454545454545454,0.2727272727272727,none,0.7272727272727273,0.7272727272727273,1.0,1.0,1.0,3,0.0,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.0,0.0,0.09090909090909091,0.0,edge,windows,122,1,2,1.0,0.0,0.0,,0
autogen_websurfer,trial-013,10,7,1,1.0,0.14285714285714285,7,11.8,1.1352924243950933,0.4,0.2,none,0.8,1.0,1.0,0.8,1.0,3,0.2,0.8,0.8,0.9,0.0,0.0,0.2,0.2,edge,windows,122,2,2,1.0,0.0,0.2,Pragma,1
autogen_websurfer,trial-014,8,7,1,1.0,0.14285714285714285,7,12.0,0.5345224838248488,0.75,0.0,none,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,edge,windows,122,1,1,1.0,0.0,0.0,,0
autogen_websurfer,trial-015,2,1,1,1.0,1.0,1,11.5,0.7071067811865476,0.5,0.0,none,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,edge,windows,122,1,1,1.0,0.0,0.0,,0
autogen_websurfer,trial-016,9,7,1,1.0,0.14285714285714285,7,11.777777777777779,0.8333333333333333,0.6666666666666666,0.1111111111111111,none,0.8888888888888888,1.0,1.0,0.8888888888888888,1.0,3,0.1111111111111111,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.1111111111111111,0.1111111111111111,edge,windows,122,2,2,1.0,0.0,0.1111111111111111,Pragma,1
autogen_websurfer,trial-017,9,7,1,1.0,0.14285714285714285,7,10.777777777777779,3.7006005518624194,0.6666666666666666,0.1111111111111111,none,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,3,0.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.0,0.0,0.0,0.0,edge,windows,122,1,2,1.0,0.0,0.0,,0
autogen_websurfer,trial-018,8,6,1,1.0,0.16666666666666666,6,12.0,0.5345224838248488,0.625,0.125,none,0.875,0.875,1.0,1.0,1.0,3,0.125,0.875,0.875,0.75,0.0,0.0,0.0,0.125,edge,windows,122,1,2,1.0,0.0,0.125,Cdn-Loop|Cf-Ew-Via|Cf-Ray|Cf-Visitor|Cf-Worker|Pragma|X-Forwarded-Proto,7
autogen_websurfer,trial-019,10,7,1,1.0,0.14285714285714285,7,10.0,4.268749491621899,0.6,0.2,none,0.8,0.8,1.0,1.0,1.0,3,0.0,0.8,0.8,0.7,0.0,0.0,0.1,0.0,edge,windows,122,2,2,1.0,0.0,0.0,,0
autogen_websurfer,trial-020,12,7,3,1.0,0.14285714285714285,7,9.166666666666666,4.302923600896432,0.5,0.3333333333333333,none,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,3,0.25,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.0,0.0,0.0,0.0,edge,windows,122,2,3,1.0,0.0,0.25,Accept-Charset,1
autogen_websurfer,trial-021,12,7,2,1.0,0.14285714285714285,7,8.916666666666666,4.378840305862092,0.5833333333333334,0.3333333333333333,none,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,3,0.0,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.0,0.0,0.16666666666666666,0.0,edge,windows,122,1,2,1.0,0.0,0.0,,0
autogen_websurfer,trial-022,13,7,2,1.0,0.14285714285714285,7,8.846153846153847,4.058861783106067,0.5384615384615384,0.38461538461538464,none,0.6153846153846154,0.7692307692307693,1.0,0.8461538461538461,1.0,3,0.07692307692307693,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.0,0.0,0.23076923076923078,0.0,edge,windows,122,3,4,1.0,0.0,0.15384615384615385,Accept-Charset,1
autogen_websurfer,trial-023,10,7,1,1.0,0.14285714285714285,7,11.0,2.8284271247461903,0.7,0.2,none,0.8,0.8,1.0,1.0,1.0,3,0.1,0.8,0.8,0.7,0.0,0.0,0.0,0.1,edge,windows,122,2,3,1.0,0.0,0.1,Cdn-Loop|Cf-Ew-Via|Cf-Ray|Cf-Visitor|Cf-Worker|Pragma|X-Forwarded-Proto,7
autogen_websurfer,trial-024,8,7,1,1.0,0.14285714285714285,7,11.875,0.3535533905932738,0.875,0.0,none,1.0,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.875,0.0,0.0,0.0,0.0,edge,windows,122,1,1,1.0,0.0,0.0,,0
autogen_websurfer,trial-025,9,7,1,1.0,0.14285714285714285,7,10.88888888888889,2.976761849915292,0.7777777777777778,0.1111111111111111,none,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,3,0.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.0,0.0,0.0,0.0,edge,windows,122,2,2,1.0,0.0,0.0,,0
autogen_websurfer,trial-026,8,6,1,1.0,0.16666666666666666,6,10.75,3.1509635714446826,0.75,0.125,none,0.875,0.875,1.0,1.0,1.0,3,0.0,0.875,0.875,0.75,0.0,0.0,0.0,0.0,edge,windows,122,1,2,1.0,0.0,0.0,,0
