page,n_events_mean,n_events_std,duration_s_mean,duration_s_std,event_density_mean,event_density_std,first_interact_ms_mean,first_interact_ms_std,n_clicks_mean,n_clicks_std,n_keydowns_mean,n_keydowns_std,n_mousemoves_mean,n_mousemoves_std,n_scrolls_mean,n_scrolls_std,n_app_events_mean,n_app_events_std,mouse_traj_px_mean,mouse_traj_px_std,click_hold_mean_ms_mean,click_hold_mean_ms_std,focus_react_mean_ms_mean,focus_react_mean_ms_std,scroll_depth_px_mean,scroll_depth_px_std,iei_mean_ms_mean,iei_mean_ms_std
Delayed Feedback — UX Behavior,5.0,4.0,57.03734365844726,21.37423587831557,0.0777400892337259,0.04175074562956116,35646.333333333336,5286.04287311435,0.375,0.49999999999999994,0.0,0.0,0.375,0.49999999999999994,0.0,0.0,1.125,1.5,0.0,0.0,11.816691080729166,0.534462414483135,,,0.0,0.0,30189.454796685113,18339.27492361896
S1-subscribe-v1,18.866666666666667,4.6515354034120175,76.66865329589844,22.10020527823458,0.2516181166743328,0.060718210671061854,22673.993096713362,4661.015380209954,1.3,0.7022132498578064,1.2,0.5508613944197479,1.3,0.7022132498578064,0.0,0.0,3.9,0.9595257449242379,105.38459104393333,168.42837846810738,13.172836492091049,0.3953548182816419,12612.051732556572,11055.229388470787,0.0,0.0,5176.380170808764,5129.635140009942
S2-subscribe-v2,19.413793103448278,4.821953082216127,80.57472416318696,28.321159441785294,0.25112594476908634,0.05369315831616732,21463.062079067888,3042.0105641908676,1.4137931034482758,0.824501640789771,1.0,0.46291004988627577,1.4137931034482758,0.824501640789771,0.0,0.0,3.2758620689655173,1.1921334933680257,112.44199108553885,144.51262433494824,12.641341145833332,0.6150911460481371,12811.315373347355,16687.266030139624,0.0,0.0,4427.040109970685,1039.8116626640888
S3-subscribe-v3,12.964285714285714,4.66255487789881,67.7805714024135,21.457176602718754,0.19504789240922144,0.05836697441869567,25174.296296296296,4568.622060194204,0.9285714285714286,0.6042179781166439,0.5357142857142857,0.5078745001833701,0.9285714285714286,0.6042179781166439,0.0,0.0,1.8214285714285714,1.7649587431663567,56.21031295044748,144.30089706150122,12.461392489346592,0.552673606326562,3950.4,10877.015724444122,0.0,0.0,6198.467997610422,2109.4652238911817
S4-scroll-gate,11.620689655172415,2.3966314619757503,114.76394139783136,224.99124891550284,0.16147007704059754,0.04580172190661885,69120.1344878098,222738.32167757634,1.2413793103448276,0.4354941703556927,0.0,0.0,1.2413793103448276,0.4354941703556927,0.41379310344827586,0.5012300141587653,2.0,0.0,119.24064637496369,215.13279780092847,11.944820009428879,0.45926891943017273,,,4.9655172413793105,6.014760169905183,11165.153313644401,22546.529704567998
S5-hover-reveal,11.586206896551724,1.5472842886653826,89.38927932213092,12.654586247375374,0.13047219001560237,0.01768819067380123,14249.531039533944,14281.343855245945,0.0,0.0,0.0,0.0,1.9310344827586208,0.25788071477756375,0.0,0.0,2.8620689655172415,0.5157614295551275,43.758620689655174,12.120393594545495,11.962972005208334,0.7120998518912366,,,0.0,0.0,8620.469405276499,1596.6276635224995
S6-dom-mismatch,10.92,1.6812693617224659,69.35912404296874,14.867357412319581,0.16094587510088726,0.02382215149119276,6455.740009765625,11716.028509335392,1.08,0.2768874620972691,0.0,0.0,1.08,0.2768874620972691,0.0,0.0,2.84,0.5537749241945384,0.0,0.0,11.66802734375,0.45341431781066566,,,0.0,0.0,7008.817627115885,1122.1737891293865
